,chr,subpop,clus.id,start,end,peak,width
2234,07N,all,07N_all_34,16628237,16628261,16628261,24
2235,07N,all,07N_all_35,20944860,20944861,20944861,1
2236,07N,all,07N_all_36,20955293,20959649,20959094,4356
2237,07N,all,07N_all_37,33847854,33847970,33847970,116
2238,07N,all,07N_all_38,36901226,36902804,36902516,1578
2239,07N,all,07N_all_39,36903588,36904584,36904037,996
2240,07N,all,07N_all_40,36957338,36965808,36962545,8470
2241,07N,all,07N_all_41,37009408,37011796,37009408,2388
2242,07N,all,07N_all_42,37013118,37014544,37013118,1426
2243,07N,all,07N_all_43,37015911,37020034,37019719,4123
2244,07N,all,07N_all_44,38721064,38722123,38722123,1059
2245,07N,all,07N_all_45,40135070,40135833,40135424,763
2246,07N,all,07N_all_46,42507480,42507887,42507887,407
2247,07N,all,07N_all_47,42752446,42753067,42753067,621
2248,07N,all,07N_all_48,42978158,42982403,42982403,4245
2249,07N,all,07N_all_49,43375116,43375185,43375116,69
2250,07N,all,07N_all_50,43677135,43685699,43677135,8564
2251,07N,all,07N_all_51,46114649,46115021,46114875,372
2252,07N,all,07N_all_52,46641142,46641215,46641142,73
2253,07N,all,07N_all_53,50826124,50837924,50836976,11800
2254,07N,all,07N_all_54,50838730,50842929,50840756,4199
2255,07N,all,07N_all_55,50888523,50888655,50888655,132
2256,07N,all,07N_all_56,50895674,50896697,50895674,1023
2257,08K,all,08K_all_1,1315190,1315254,1315254,64
2258,08K,all,08K_all_2,8504872,8505634,8505634,762
2259,08K,all,08K_all_3,12899657,12899895,12899895,238
2260,08K,all,08K_all_4,25746656,25747997,25746658,1341
2261,08K,all,08K_all_5,25750483,25752114,25752114,1631
2262,08K,all,08K_all_6,26046074,26046586,26046586,512
2263,08K,all,08K_all_7,26070330,26071574,26071574,1244
2264,08K,all,08K_all_8,26087874,26088410,26088410,536
2265,08K,all,08K_all_9,26114568,26114830,26114830,262
2266,08K,all,08K_all_10,26119968,26120509,26119968,541
2267,08K,all,08K_all_11,26122139,26123076,26123076,937
2268,08K,all,08K_all_12,26135386,26136500,26136500,1114
2269,08K,all,08K_all_13,26154698,26155114,26154698,416
2270,08K,all,08K_all_14,26539262,26539396,26539262,134
2271,08K,all,08K_all_15,26552781,26553075,26552781,294
2272,08K,all,08K_all_16,26589703,26589892,26589892,189
2273,08K,all,08K_all_17,26604570,26605066,26604570,496
2274,08K,all,08K_all_18,26606479,26606760,26606760,281
2275,08K,all,08K_all_19,26617096,26620824,26618073,3728
2276,08K,all,08K_all_20,26621864,26622787,26622787,923
2277,08K,all,08K_all_21,26625585,26626518,26625902,933
2278,08K,all,08K_all_22,26637175,26637472,26637472,297
2279,08K,all,08K_all_23,26649050,26649809,26649050,759
2280,08K,all,08K_all_24,26661481,26662474,26661481,993
2281,08K,all,08K_all_25,26663560,26663580,26663560,20
2282,08K,all,08K_all_26,26665801,26665858,26665801,57
2283,08K,all,08K_all_27,26666709,26667079,26666709,370
2284,08K,all,08K_all_28,26670388,26670576,26670388,188
2285,08K,all,08K_all_29,26688886,26689208,26688886,322
2286,08K,all,08K_all_30,27736692,27744560,27737366,7868
2287,08K,all,08K_all_31,27752387,27752997,27752387,610
2288,08K,all,08K_all_32,27756060,27758543,27756461,2483
2289,08K,all,08K_all_33,27769703,27769798,27769703,95
2290,08K,all,08K_all_34,27825093,27825218,27825093,125
2291,08K,all,08K_all_35,29544810,29544811,29544810,1
2292,08K,all,08K_all_36,30488293,30488691,30488427,398
2293,08K,all,08K_all_37,34913924,34921489,34913924,7565
2294,08K,all,08K_all_38,35175354,35175435,35175354,81
2295,08K,all,08K_all_39,35211683,35214141,35211683,2458
2296,08K,all,08K_all_40,35224957,35228032,35227536,3075
2297,08K,all,08K_all_41,35229553,35229937,35229553,384
2298,08K,all,08K_all_42,35232154,35232194,35232154,40
2299,08K,all,08K_all_43,35265793,35266178,35265809,385
2300,08K,all,08K_all_44,35707054,35707139,35707054,85
2301,08K,all,08K_all_45,35765382,35765657,35765657,275
2302,08K,all,08K_all_46,35767687,35767823,35767823,136
2303,08K,all,08K_all_47,36786168,36786830,36786168,662
2304,08N,all,08N_all_1,6366171,6369564,6369564,3393
2305,08N,all,08N_all_2,10901192,10901888,10901192,696
2306,08N,all,08N_all_3,10905741,10907002,10906945,1261
2307,08N,all,08N_all_4,10961146,10961390,10961272,244
2308,08N,all,08N_all_5,10967699,10968330,10968330,631
2309,08N,all,08N_all_6,10971560,10971622,10971560,62
2310,08N,all,08N_all_7,10973188,10974154,10973188,966
2311,08N,all,08N_all_8,10976141,10976605,10976605,464
2312,08N,all,08N_all_9,10977581,10977877,10977581,296
2313,08N,all,08N_all_10,10978844,10979817,10979817,973
2314,08N,all,08N_all_11,10981652,10981696,10981652,44
2315,08N,all,08N_all_12,11130861,11132816,11130861,1955
2316,08N,all,08N_all_13,11139183,11139221,11139183,38
2317,08N,all,08N_all_14,11143442,11143697,11143697,255
2318,08N,all,08N_all_15,11182299,11183190,11182664,891
2319,08N,all,08N_all_16,11184847,11189079,11185492,4232
2320,08N,all,08N_all_17,11214763,11215180,11214914,417
2321,08N,all,08N_all_18,11216063,11216219,11216063,156
2322,08N,all,08N_all_19,11233726,11234056,11233726,330
2323,08N,all,08N_all_20,11235998,11236260,11236260,262
2324,08N,all,08N_all_21,11236966,11237487,11236966,521
2325,08N,all,08N_all_22,29663595,29664164,29663595,569
2326,08N,all,08N_all_23,29705136,29705320,29705320,184
2327,08N,all,08N_all_24,29802404,29802628,29802404,224
2328,08N,all,08N_all_25,29819381,29819472,29819381,91
2329,09K,all,09K_all_1,2412393,2414170,2412393,1777
2330,09K,all,09K_all_2,2979359,2979381,2979381,22
2331,09K,all,09K_all_3,3008686,3011574,3008686,2888
2332,09K,all,09K_all_4,3465408,3466312,3465408,904
2333,09K,all,09K_all_5,3467999,3468407,3468108,408
2334,09K,all,09K_all_6,5662129,5662466,5662466,337
2335,09K,all,09K_all_7,5677028,5684868,5682338,7840
2336,09K,all,09K_all_8,5693005,5696113,5696083,3108
2337,09K,all,09K_all_9,5699852,5702341,5700904,2489
2338,09K,all,09K_all_10,5705243,5705698,5705698,455
2339,09K,all,09K_all_11,5715579,5716141,5716141,562
2340,09K,all,09K_all_12,5729386,5729893,5729386,507
2341,09K,all,09K_all_13,5736082,5736690,5736690,608
2342,09K,all,09K_all_14,5761709,5764168,5764168,2459
2343,09K,all,09K_all_15,5787539,5788638,5788638,1099
2344,09K,all,09K_all_16,5791252,5792635,5792605,1383
2345,09K,all,09K_all_17,7918891,7921674,7918891,2783
2346,09K,all,09K_all_18,7927059,7943047,7941748,15988
2347,09K,all,09K_all_19,7960177,7960275,7960275,98
2348,09K,all,09K_all_20,7989340,7989341,7989340,1
2349,09K,all,09K_all_21,7997604,7998305,7998305,701
2350,09K,all,09K_all_22,8008335,8008595,8008335,260
2351,09K,all,09K_all_23,9130876,9131220,9131220,344
2352,09K,all,09K_all_24,9587795,9589646,9587795,1851
2353,09K,all,09K_all_25,10498649,10499049,10498649,400
2354,09K,all,09K_all_26,10551615,10553643,10551615,2028
2355,09K,all,09K_all_27,10588739,10588822,10588822,83
2356,09K,all,09K_all_28,12370172,12370409,12370174,237
2357,09K,all,09K_all_29,12379035,12379961,12379745,926
2358,09K,all,09K_all_30,12555336,12555738,12555336,402
2359,09K,all,09K_all_31,13171072,13171153,13171072,81
2360,09K,all,09K_all_32,18382179,18382440,18382440,261
2361,09K,all,09K_all_33,18399230,18399906,18399261,676
2362,09K,all,09K_all_34,18741069,18742228,18741069,1159
2363,09K,all,09K_all_35,18747650,18748678,18748678,1028
2364,09K,all,09K_all_36,18860252,18861661,18861661,1409
2365,09K,all,09K_all_37,18902116,18902568,18902116,452
2366,09K,all,09K_all_38,18906684,18907227,18906684,543
2367,09K,all,09K_all_39,18920312,18920506,18920312,194
2368,09K,all,09K_all_40,18950830,18954038,18954038,3208
2369,09K,all,09K_all_41,22311892,22312486,22312486,594
2370,09K,all,09K_all_42,23005946,23007246,23006890,1300
2371,09K,all,09K_all_43,23009515,23011022,23009778,1507
2372,09K,all,09K_all_44,23015350,23020464,23018175,5114
2373,09K,all,09K_all_45,23041861,23041869,23041861,8
2374,09K,all,09K_all_46,23633102,23633482,23633102,380
2375,09K,all,09K_all_47,23650410,23650798,23650410,388
2376,09K,all,09K_all_48,23652322,23653255,23652322,933
2377,09K,all,09K_all_49,23667175,23667192,23667192,17
2378,09K,all,09K_all_50,23668782,23669777,23669053,995
2379,09K,all,09K_all_51,23671238,23672951,23672913,1713
2380,09K,all,09K_all_52,23676430,23677079,23677079,649
2381,09K,all,09K_all_53,31699395,31699804,31699804,409
2382,09K,all,09K_all_54,31734837,31735138,31734837,301
2383,09K,all,09K_all_55,31784965,31785731,31784965,766
2384,09K,all,09K_all_56,31868227,31868368,31868227,141
2385,09K,all,09K_all_57,33271983,33273410,33271983,1427
2386,09K,all,09K_all_58,33405436,33408585,33407907,3149
2387,09K,all,09K_all_59,33511551,33533836,33533836,22285
2388,09K,all,09K_all_60,33616037,33618884,33617452,2847
2389,09K,all,09K_all_61,33623233,33624212,33623998,979
2390,09K,all,09K_all_62,33625137,33633979,33633261,8842
2391,09K,all,09K_all_63,33635040,33664888,33640852,29848
2392,09K,all,09K_all_64,33680122,33701183,33682156,21061
2393,09K,all,09K_all_65,33738172,33738501,33738172,329
2394,09K,all,09K_all_66,33741558,33908565,33900709,167007
2395,09K,all,09K_all_67,33909795,33918852,33915313,9057
2396,09K,all,09K_all_68,33935541,33952690,33952690,17149
2397,09K,all,09K_all_69,33978162,33984377,33980382,6215
2398,09K,all,09K_all_70,34011733,34029869,34029540,18136
2399,09K,all,09K_all_71,34549574,34559491,34550914,9917
2400,09K,all,09K_all_72,34561225,34564436,34564436,3211
2401,09K,all,09K_all_73,34566500,34567569,34566500,1069
2402,09K,all,09K_all_74,34568628,34578888,34568896,10260
2403,09K,all,09K_all_75,34591665,34592224,34592224,559
2404,09K,all,09K_all_76,34596327,34598139,34596327,1812
2405,09K,all,09K_all_77,34604446,34605948,34605501,1502
2406,09K,all,09K_all_78,34607189,34611688,34608596,4499
2407,09K,all,09K_all_79,34614358,34619475,34619475,5117
2408,09K,all,09K_all_80,34625769,34625924,34625782,155
2409,09K,all,09K_all_81,34669862,34671240,34670704,1378
2410,09K,all,09K_all_82,34675166,34679354,34678909,4188
2411,09K,all,09K_all_83,34682822,34695648,34690681,12826
2412,09K,all,09K_all_84,34697981,34701476,34700482,3495
2413,09K,all,09K_all_85,34758335,34771876,34771876,13541
2414,09K,all,09K_all_86,34772485,34776001,34775555,3516
2415,09K,all,09K_all_87,34781425,34784589,34783076,3164
2416,09K,all,09K_all_88,34785606,34795347,34793419,9741
2417,09K,all,09K_all_89,34805107,34816084,34805189,10977
2418,09K,all,09K_all_90,34817244,34825471,34817572,8227
2419,09K,all,09K_all_91,34827040,34827457,34827040,417
2420,09K,all,09K_all_92,34833199,34833215,34833215,16
2421,09K,all,09K_all_93,34834584,34837921,34836650,3337
2422,09K,all,09K_all_94,34839034,34847164,34840976,8130
2423,09K,all,09K_all_95,34869864,35038637,34872047,168773
2424,09K,all,09K_all_96,35043040,35044401,35043930,1361
2425,09K,all,09K_all_97,35045626,35045793,35045760,167
2426,09K,all,09K_all_98,35046988,35047299,35046988,311
2427,09K,all,09K_all_99,35072270,35072567,35072270,297
2428,09K,all,09K_all_100,35073300,35075813,35074325,2513
2429,09K,all,09K_all_101,35155354,35165872,35157503,10518
2430,09K,all,09K_all_102,35182122,35230803,35217026,48681
2431,09K,all,09K_all_103,35237549,35244721,35241113,7172
2432,09K,all,09K_all_104,35247183,35247468,35247183,285
2433,09K,all,09K_all_105,35249674,35256998,35252286,7324
2434,09K,all,09K_all_106,35271868,35271948,35271924,80
2435,09K,all,09K_all_107,35273726,35275410,35273774,1684
2436,09K,all,09K_all_108,35281925,35286999,35281925,5074
2437,09K,all,09K_all_109,35291867,35293097,35292803,1230
2438,09K,all,09K_all_110,35296842,35299358,35296842,2516
2439,09K,all,09K_all_111,35313283,35313321,35313283,38
2440,09K,all,09K_all_112,35314779,35316879,35314779,2100
2441,09K,all,09K_all_113,35319968,35336581,35335290,16613
2442,09K,all,09K_all_114,35348045,35351295,35348365,3250
2443,09K,all,09K_all_115,35440588,35513249,35465373,72661
2444,09K,all,09K_all_116,35552810,35563734,35556351,10924
2445,09K,all,09K_all_117,35565791,35565798,35565798,7
2446,09K,all,09K_all_118,35568926,35592374,35584821,23448
2447,09K,all,09K_all_119,35596512,35655560,35630619,59048
2448,09K,all,09K_all_120,35722144,35723976,35722144,1832
2449,09K,all,09K_all_121,35729982,35730853,35730802,871
2450,09K,all,09K_all_122,35955784,35964831,35957245,9047
2451,09K,all,09K_all_123,36258207,36258819,36258207,612
2452,09K,all,09K_all_124,36291167,36322177,36296418,31010
2453,09K,all,09K_all_125,36381430,36389587,36385203,8157
2454,09K,all,09K_all_126,36391172,36505412,36445254,114240
2455,09K,all,09K_all_127,36901111,36901122,36901122,11
2456,09K,all,09K_all_128,36903948,36971415,36965871,67467
2457,09K,all,09K_all_129,37001898,37030279,37028224,28381
2458,09K,all,09K_all_130,37031938,37037508,37035796,5570
2459,09K,all,09K_all_131,37069729,37107230,37069729,37501
2460,09K,all,09K_all_132,37124324,37161994,37130693,37670
2461,09K,all,09K_all_133,37162960,37180232,37165097,17272
2462,09K,all,09K_all_134,37182049,37227140,37207043,45091
2463,09K,all,09K_all_135,37230380,37302366,37277065,71986
2464,09K,all,09K_all_136,37308030,37315714,37315693,7684
2465,09K,all,09K_all_137,37324511,37338928,37333212,14417
2466,09K,all,09K_all_138,37343259,37343367,37343367,108
2467,09K,all,09K_all_139,37344783,37354703,37353572,9920
2468,09K,all,09K_all_140,37367759,37453521,37444605,85762
2469,09K,all,09K_all_141,37455878,37457552,37456702,1674
2470,09K,all,09K_all_142,37458420,37460212,37460212,1792
2471,09K,all,09K_all_143,37470776,37471910,37471910,1134
2472,09K,all,09K_all_144,37473809,37474043,37473809,234
2473,09K,all,09K_all_145,37475668,37476904,37476904,1236
2474,09K,all,09K_all_146,37477982,37480077,37478102,2095
2475,09K,all,09K_all_147,37483367,37483675,37483367,308
2476,09K,all,09K_all_148,37484835,37488917,37485017,4082
2477,09K,all,09K_all_149,37490034,37490294,37490034,260
2478,09K,all,09K_all_150,37492011,37509819,37492284,17808
2479,09K,all,09K_all_151,37513852,37518949,37516911,5097
2480,09K,all,09K_all_152,37561478,37566044,37564023,4566
2481,09K,all,09K_all_153,37574715,37586575,37585771,11860
2482,09K,all,09K_all_154,37630481,37637313,37630508,6832
2483,09K,all,09K_all_155,37638731,37640140,37638731,1409
2484,09K,all,09K_all_156,37644342,37646711,37645083,2369
2485,09K,all,09K_all_157,37651945,37653193,37652062,1248
2486,09K,all,09K_all_158,37654574,37654913,37654913,339
2487,09K,all,09K_all_159,37662709,37663711,37662709,1002
2488,09K,all,09K_all_160,37665524,37670622,37670472,5098
2489,09K,all,09K_all_161,37678505,37684420,37680728,5915
2490,09K,all,09K_all_162,37685894,37690326,37685894,4432
2491,09K,all,09K_all_163,37691526,37692561,37692561,1035
2492,09K,all,09K_all_164,37697692,37704695,37699708,7003
2493,09K,all,09K_all_165,37719756,37719829,37719756,73
2494,09K,all,09K_all_166,37721538,37722323,37721631,785
2495,09K,all,09K_all_167,37723013,37726782,37726211,3769
2496,09K,all,09K_all_168,37728171,37742707,37741357,14536
2497,09K,all,09K_all_169,37743741,37744290,37743741,549
2498,09K,all,09K_all_170,37745459,37756240,37745459,10781
2499,09K,all,09K_all_171,37757999,37763663,37757999,5664
2500,09K,all,09K_all_172,37780099,37791470,37785089,11371
2501,09K,all,09K_all_173,37797500,37798891,37797664,1391
2502,09K,all,09K_all_174,37799715,37802886,37800889,3171
2503,09K,all,09K_all_175,37805583,37809222,37806485,3639
2504,09K,all,09K_all_176,37810240,37810654,37810313,414
2505,09K,all,09K_all_177,37811418,37823738,37813340,12320
2506,09K,all,09K_all_178,37834527,37835459,37835459,932
2507,09K,all,09K_all_179,37837668,37841760,37840715,4092
2508,09K,all,09K_all_180,37843052,37845025,37843578,1973
2509,09K,all,09K_all_181,37845954,37848832,37845954,2878
2510,09K,all,09K_all_182,37851302,37852199,37852199,897
2511,09K,all,09K_all_183,37869810,37871217,37870158,1407
2512,09K,all,09K_all_184,37872387,37873756,37872798,1369
2513,09K,all,09K_all_185,37875137,37876556,37876299,1419
2514,09K,all,09K_all_186,37882076,37886713,37885387,4637
2515,09K,all,09K_all_187,37888456,37888823,37888823,367
2516,09K,all,09K_all_188,37924185,37925221,37924212,1036
2517,09K,all,09K_all_189,37931094,37933475,37932037,2381
2518,09K,all,09K_all_190,37946817,37954334,37947826,7517
2519,09K,all,09K_all_191,37954799,37956191,37956191,1392
2520,09K,all,09K_all_192,37957168,37959026,37957549,1858
2521,09K,all,09K_all_193,37959843,37961470,37961470,1627
2522,09K,all,09K_all_194,37991307,37995101,37991307,3794
2523,09K,all,09K_all_195,38005461,38014621,38014621,9160
2524,09K,all,09K_all_196,38015935,38016268,38015986,333
2525,09K,all,09K_all_197,38017168,38021587,38017775,4419
2526,09K,all,09K_all_198,38022390,38024817,38022757,2427
2527,09K,all,09K_all_199,38033928,38039138,38036466,5210
2528,09K,all,09K_all_200,38044093,38058376,38052408,14283
2529,09K,all,09K_all_201,38059646,38065144,38062869,5498
2530,09K,all,09K_all_202,38065985,38069143,38067446,3158
2531,09K,all,09K_all_203,38070673,38070708,38070708,35
2532,09K,all,09K_all_204,38074602,38075144,38074602,542
2533,09K,all,09K_all_205,38081100,38081173,38081100,73
2534,09K,all,09K_all_206,38082102,38082219,38082219,117
2535,09K,all,09K_all_207,38083871,38087373,38085920,3502
2536,09K,all,09K_all_208,38118076,38122653,38121627,4577
2537,09K,all,09K_all_209,38123771,38125277,38123771,1506
2538,09K,all,09K_all_210,38126169,38131877,38131629,5708
2539,09K,all,09K_all_211,38132570,38133838,38133597,1268
2540,09K,all,09K_all_212,38135049,38136175,38135850,1126
2541,09K,all,09K_all_213,38138705,38140664,38140664,1959
2542,09K,all,09K_all_214,38151873,38155006,38153876,3133
2543,09K,all,09K_all_215,38166034,38166047,38166047,13
2544,09K,all,09K_all_216,38167247,38177846,38169425,10599
2545,09K,all,09K_all_217,38179257,38181983,38181072,2726
2546,09K,all,09K_all_218,38183755,38185098,38185098,1343
2547,09K,all,09K_all_219,38186512,38208793,38201350,22281
2548,09K,all,09K_all_220,38210243,38216506,38210537,6263
2549,09K,all,09K_all_221,38224333,38225828,38224333,1495
2550,09K,all,09K_all_222,43351396,43351932,43351932,536
2551,09K,all,09K_all_223,43353271,43358451,43353851,5180
2552,09K,all,09K_all_224,43359438,43360772,43359638,1334
2553,09K,all,09K_all_225,43635814,43637741,43637741,1927
2554,09K,all,09K_all_226,43904133,43906243,43906243,2110
2555,09K,all,09K_all_227,43908257,43910521,43909254,2264
2556,09K,all,09K_all_228,43964859,43965218,43965177,359
2557,09K,all,09K_all_229,43966504,43966964,43966504,460
2558,09K,all,09K_all_230,46090277,46096018,46096018,5741
2559,09K,all,09K_all_231,46099594,46100765,46100765,1171
2560,09K,all,09K_all_232,46102246,46103550,46102246,1304
2561,09K,all,09K_all_233,46113635,46113967,46113967,332
2562,09K,all,09K_all_234,46125437,46126076,46126076,639
2563,09K,all,09K_all_235,46163994,46164847,46164847,853
2564,09K,all,09K_all_236,46171578,46172037,46172037,459
2565,09K,all,09K_all_237,46287458,46287498,46287458,40
2566,09K,all,09K_all_238,47932560,47932679,47932679,119
2567,09K,all,09K_all_239,48242200,48243120,48243120,920
2568,09K,all,09K_all_240,48276273,48276309,48276273,36
2569,09K,all,09K_all_241,48861263,48861313,48861263,50
2570,09K,all,09K_all_242,48863749,48863971,48863749,222
2571,09K,all,09K_all_243,48868035,48868399,48868399,364
2572,09K,all,09K_all_244,49974114,49975178,49975178,1064
2573,09K,all,09K_all_245,50075070,50075628,50075628,558
2574,09K,all,09K_all_246,50278928,50279045,50278928,117
2575,09K,all,09K_all_247,51020420,51024736,51020420,4316
2576,09K,all,09K_all_248,52229895,52230172,52229895,277
2577,09K,all,09K_all_249,53940067,53940514,53940514,447
2578,09K,all,09K_all_250,53953548,53953926,53953926,378
2579,09K,all,09K_all_251,53954905,53955563,53954905,658
2580,09K,all,09K_all_252,54738463,54738522,54738522,59
2581,09K,all,09K_all_253,55613864,55616147,55616147,2283
2582,09K,all,09K_all_254,55758023,55758511,55758511,488
2583,09K,all,09K_all_255,56077274,56078907,56077274,1633
2584,09K,all,09K_all_256,56086911,56089880,56088257,2969
2585,09K,all,09K_all_257,56481976,56482527,56481976,551
2586,09K,all,09K_all_258,56972005,56973292,56973292,1287
2587,09K,all,09K_all_259,56978644,56979601,56979601,957
2588,09K,all,09K_all_260,56988627,56988778,56988627,151
2589,09K,all,09K_all_261,57006884,57008500,57008500,1616
2590,09K,all,09K_all_262,57009920,57015653,57013395,5733
2591,09K,all,09K_all_263,57017975,57026130,57021549,8155
2592,09K,all,09K_all_264,57920194,57926808,57920194,6614
2593,09K,all,09K_all_265,57937127,57937917,57937917,790
2594,09K,all,09K_all_266,57941755,57943373,57941755,1618
2595,09K,all,09K_all_267,57944572,57944700,57944572,128
2596,09K,all,09K_all_268,57946536,57947203,57946536,667
2597,09K,all,09K_all_269,58269866,58286762,58280444,16896
2598,09K,all,09K_all_270,58439634,58439841,58439634,207
2599,09K,all,09K_all_271,58881669,58889120,58888732,7451
2600,09K,all,09K_all_272,58894356,58895392,58894356,1036
2601,09K,all,09K_all_273,60029633,60031845,60031844,2212
2602,09K,all,09K_all_274,60095107,60095254,60095254,147
2603,09K,all,09K_all_275,60567818,60575579,60570180,7761
2604,09K,all,09K_all_276,60921215,60921310,60921215,95
2605,09K,all,09K_all_277,60924847,60925774,60925774,927
2606,09K,all,09K_all_278,61167867,61169089,61169089,1222
2607,09K,all,09K_all_279,61292820,61295098,61295098,2278
2608,09K,all,09K_all_280,62440948,62441396,62441396,448
2609,09K,all,09K_all_281,62446870,62448263,62448263,1393
2610,09K,all,09K_all_282,63209786,63211922,63211600,2136
2611,09K,all,09K_all_283,64013389,64016039,64014791,2650
2612,09K,all,09K_all_284,64339528,64339564,64339564,36
2613,09K,all,09K_all_285,64878302,64878323,64878302,21
2614,09K,all,09K_all_286,65162706,65193132,65193132,30426
2615,09K,all,09K_all_287,67484310,67484536,67484536,226
2616,09K,all,09K_all_288,67496517,67501145,67496551,4628
2617,09K,all,09K_all_289,67505179,67511550,67511550,6371
2618,09K,all,09K_all_290,67517491,67519335,67517660,1844
2619,09K,all,09K_all_291,68119965,68120353,68120353,388
2620,09K,all,09K_all_292,68316506,68321618,68321618,5112
2621,09K,all,09K_all_293,68377605,68377782,68377605,177
2622,09K,all,09K_all_294,68710700,68722593,68710700,11893
2623,09K,all,09K_all_295,69561322,69561412,69561322,90
2624,09K,all,09K_all_296,70766988,70773320,70773320,6332
2625,09K,all,09K_all_297,70792133,70794055,70792317,1922
2626,09N,all,09N_all_1,3883015,3883141,3883141,126
2627,09N,all,09N_all_2,5156608,5157402,5157402,794
2628,09N,all,09N_all_3,5969554,5969843,5969695,289
2629,09N,all,09N_all_4,7478980,7479978,7479933,998
2630,09N,all,09N_all_5,7487771,7488300,7487771,529
2631,09N,all,09N_all_6,7489761,7489892,7489892,131
2632,09N,all,09N_all_7,7491624,7493848,7491634,2224
2633,09N,all,09N_all_8,10225719,10228416,10228293,2697
2634,09N,all,09N_all_9,12104557,12104659,12104659,102
2635,09N,all,09N_all_10,12106374,12106908,12106908,534
2636,09N,all,09N_all_11,12117784,12120393,12117784,2609
2637,09N,all,09N_all_12,19892780,19893296,19892780,516
2638,09N,all,09N_all_13,21480787,21483235,21480925,2448
2639,09N,all,09N_all_14,21496194,21498527,21496450,2333
2640,09N,all,09N_all_15,23146824,23148676,23146853,1852
2641,09N,all,09N_all_16,23729356,23729871,23729356,515
2642,09N,all,09N_all_17,23730868,23732267,23730868,1399
2643,09N,all,09N_all_18,23734342,23734888,23734888,546
2644,09N,all,09N_all_19,23737876,23738319,23737876,443
2645,09N,all,09N_all_20,23740914,23741030,23740914,116
2646,09N,all,09N_all_21,23743292,23743587,23743292,295
2647,09N,all,09N_all_22,24888856,24888957,24888957,101
2648,09N,all,09N_all_23,24892263,24892969,24892263,706
2649,09N,all,09N_all_24,24897009,24897549,24897009,540
2650,09N,all,09N_all_25,24899942,24900493,24899942,551
2651,09N,all,09N_all_26,24902664,24903382,24902664,718
2652,09N,all,09N_all_27,24906650,24907425,24907425,775
2653,09N,all,09N_all_28,31610565,31610987,31610643,422
2654,09N,all,09N_all_29,31837002,31847298,31837002,10296
2655,09N,all,09N_all_30,37076371,37076568,37076371,197
2656,09N,all,09N_all_31,37089567,37089749,37089567,182
2657,09N,all,09N_all_32,37495692,37496040,37496040,348
2658,09N,all,09N_all_33,37589621,37589666,37589621,45
2659,09N,all,09N_all_34,37925777,37926813,37925777,1036
2660,09N,all,09N_all_35,37928512,37929082,37929082,570
2661,09N,all,09N_all_36,37941947,37942360,37941947,413
2662,09N,all,09N_all_37,38429039,38429128,38429110,89
2663,09N,all,09N_all_38,38559521,38562653,38561709,3132
2664,09N,all,09N_all_39,38620977,38621101,38620977,124
2665,09N,all,09N_all_40,39606129,39617714,39615329,11585
2666,09N,all,09N_all_41,39628317,39628756,39628317,439
2667,09N,all,09N_all_42,40097053,40097233,40097053,180
2668,09N,all,09N_all_43,40846298,40846299,40846298,1
2669,09N,all,09N_all_44,42502157,42502240,42502240,83
2670,09N,all,09N_all_45,42535040,42535514,42535514,474
2671,09N,all,09N_all_46,42556429,42556464,42556464,35
2672,09N,all,09N_all_47,42584175,42584176,42584175,1
2673,09N,all,09N_all_48,42596666,42596711,42596696,45
2674,09N,all,09N_all_49,42607296,42607756,42607756,460
2675,09N,all,09N_all_50,42632751,42633557,42632751,806
2676,09N,all,09N_all_51,42684028,42684938,42684938,910
2677,09N,all,09N_all_52,42702465,42702469,42702465,4
2678,09N,all,09N_all_53,42999862,43000492,43000492,630
2679,09N,all,09N_all_54,44037716,44037796,44037796,80
2680,09N,all,09N_all_55,50055543,50064284,50064143,8741
2681,09N,all,09N_all_56,51678539,51679024,51678539,485
2682,09N,all,09N_all_57,51729344,51729350,51729344,6
2683,09N,all,09N_all_58,51733711,51734455,51734455,744
2684,09N,all,09N_all_59,53380117,53401503,53393912,21386
2685,09N,all,09N_all_60,53405284,53407578,53405284,2294
2686,09N,all,09N_all_61,53409734,53413162,53412323,3428
2687,09N,all,09N_all_62,53424616,53430083,53426595,5467
2688,09N,all,09N_all_63,53431926,53432029,53432029,103
2689,09N,all,09N_all_64,54551186,54552193,54551186,1007
2690,09N,all,09N_all_65,54558750,54559323,54559323,573
2691,09N,all,09N_all_66,55729393,55729652,55729393,259
2692,09N,all,09N_all_67,55730234,55730505,55730234,271
2693,09N,all,09N_all_68,59951236,59951466,59951236,230
2694,09N,all,09N_all_69,63073131,63073317,63073317,186
2695,09N,all,09N_all_70,63091553,63091874,63091553,321
2696,09N,all,09N_all_71,65742202,65743425,65742202,1223
2697,09N,all,09N_all_72,65916206,65916604,65916206,398
2698,09N,all,09N_all_73,66687776,66687842,66687842,66
2699,09N,all,09N_all_74,66813894,66815173,66813894,1279
2700,09N,all,09N_all_75,66828820,66829944,66829872,1124
2701,09N,all,09N_all_76,66865245,66865936,66865245,691
2702,09N,all,09N_all_77,66874219,66885019,66884522,10800
2703,09N,all,09N_all_78,66930997,66937556,66937556,6559
2704,09N,all,09N_all_79,67352922,67353875,67353218,953
2705,09N,all,09N_all_80,67391815,67392713,67391853,898
2706,09N,all,09N_all_81,68971965,68974738,68973705,2773
